iter	Logloss
566	0.3254146217
567	0.3252124263
568	0.3249996305
569	0.3247639974
570	0.3245395539
571	0.3243337454
572	0.3240328839
573	0.3237811776
574	0.3236060529
575	0.323350478
576	0.323085906
577	0.3229048691
578	0.3226735432
579	0.3223302483
580	0.321979121
581	0.3215937915
582	0.3213688336
583	0.3211469841
584	0.3209435125
585	0.3208558547
586	0.3205045881
587	0.3203188508
588	0.3201026511
589	0.3198619702
590	0.3197342474
591	0.3195504541
592	0.3193940204
593	0.3192367464
594	0.3189119694
595	0.3186664556
596	0.3184014751
597	0.3183786824
598	0.3182075837
599	0.3180111561
600	0.3178232888
601	0.317556491
602	0.3173711679
603	0.3172084423
604	0.3168946728
605	0.3166331693
606	0.3164069327
607	0.3162068507
608	0.3160176336
609	0.3156343445
610	0.3153370743
611	0.315264675
612	0.3149326327
613	0.3147986134
614	0.3145998888
615	0.3144023436
616	0.3142420333
617	0.3139800581
618	0.3137526726
619	0.3134360904
620	0.3133015684
621	0.3129987769
622	0.3127187366
623	0.3124742074
624	0.3122565354
625	0.3119915069
626	0.311786168
627	0.3115257285
628	0.3112905796
629	0.3110587016
630	0.3108623602
631	0.3107293773
632	0.3105334591
633	0.3103044637
634	0.3100020408
635	0.3097933371
636	0.3096802616
637	0.309476148
638	0.3092569105
639	0.3090577978
640	0.3088583692
641	0.3086545283
642	0.3084635594
643	0.3082403052
644	0.3080504653
645	0.3079162174
646	0.3076407967
647	0.3073108506
648	0.3071286638
649	0.3068929814
650	0.306799397
651	0.3065523978
652	0.3063318222
653	0.3061128021
654	0.3060365942
655	0.3057355359
656	0.3055323651
657	0.3053729144
658	0.3053031166
659	0.3049456479
660	0.3048356731
661	0.3046099308
662	0.304396602
663	0.3043296449
664	0.3042048042
665	0.3038896216
666	0.3037251531
667	0.3035358527
668	0.3032226528
669	0.3030077247
670	0.3027844878
671	0.302458085
672	0.302339495
673	0.3020431777
674	0.301782896
675	0.3016547811
676	0.3013231199
677	0.3011884743
678	0.3011800815
679	0.3010288014
680	0.3008715399
681	0.3006972286
682	0.3005172998
683	0.3003159686
684	0.3000145773
685	0.3000116416
686	0.2998247183
687	0.2996038067
688	0.2994197702
689	0.2992147179
690	0.2990742995
691	0.2988431823
692	0.2985604361
693	0.2984161672
694	0.2980245988
695	0.2978914745
696	0.2976696067
697	0.2975649297
698	0.2972795165
699	0.2970826508
700	0.2968389365
701	0.2966303532
702	0.2965206636
703	0.2963489495
704	0.2961042201
705	0.2959454251
706	0.2957877071
707	0.2956988737
708	0.295524385
709	0.2953383675
710	0.2950623345
711	0.2948832599
712	0.2946667452
713	0.2945825283
714	0.294383781
715	0.2941097263
716	0.2937580606
717	0.2934572598
718	0.293212881
719	0.2930280129
720	0.2929225759
721	0.2926984434
722	0.2923300897
723	0.2920740736
724	0.291960116
725	0.2918015303
726	0.2916900071
727	0.2913554036
728	0.2912894884
729	0.2910220824
730	0.2907577833
731	0.2905167749
732	0.2903298204
733	0.290122072
734	0.2898528177
735	0.2897489369
736	0.2894070856
737	0.289308286
738	0.2891449798
739	0.2889182071
740	0.2885961278
741	0.288367405
742	0.2881576069
743	0.2880485099
744	0.2877916292
745	0.2877182059
746	0.2875055109
747	0.2873690654
748	0.2872209753
749	0.2870751442
750	0.2869088591
751	0.2867590666
752	0.2867228951
753	0.2864306649
754	0.2861553028
755	0.2860593597
756	0.2858549505
757	0.2857319833
758	0.2855287805
759	0.2854833959
760	0.2853497945
761	0.2850979885
762	0.2848674103
763	0.2846940174
764	0.2845650539
765	0.2843324623
766	0.2840629343
767	0.2838010234
768	0.2836667835
769	0.2835672853
770	0.2834606015
771	0.2832869088
772	0.2830419911
773	0.2828676488
774	0.2827367441
775	0.282340237
776	0.282147041
777	0.2819660564
778	0.2818334309
779	0.2815168108
780	0.2814262542
781	0.2811762744
782	0.2810203338
783	0.280962675
784	0.2808403272
785	0.2807154455
786	0.2805023315
787	0.2803024718
788	0.2801353479
789	0.2798791628
790	0.2796683461
791	0.2794743619
792	0.2793919656
793	0.2792481247
794	0.2789644679
795	0.2787028943
796	0.2784509625
797	0.2782039356
798	0.2780050662
799	0.2777233787
800	0.2773447216
801	0.2772126911
802	0.277016834
803	0.2767719119
804	0.2766447691
805	0.2765598067
806	0.2762816586
807	0.276181953
808	0.2759637337
809	0.2756685528
810	0.2754502269
811	0.2753147382
812	0.2751777377
813	0.274831633
814	0.2747195594
815	0.2745365438
816	0.2742675581
817	0.2740388029
818	0.2737340481
819	0.2735290589
820	0.2733958416
821	0.2732838351
822	0.2731841165
823	0.2729870636
824	0.2728230129
825	0.2725269125
826	0.2722410672
827	0.2720244878
828	0.2719991838
829	0.2718696858
830	0.2717323629
831	0.2714622528
832	0.2712860936
833	0.2712151672
834	0.2710206848
835	0.2708552048
836	0.2706184241
837	0.2705184967
838	0.2702942101
839	0.2700765174
840	0.2697755356
841	0.2695327365
842	0.2692390875
843	0.2690146963
844	0.268816047
845	0.2685942326
846	0.2684950513
847	0.2683826935
848	0.2683230636
849	0.2682253595
850	0.2681078401
851	0.2679494906
852	0.267725059
853	0.2676092553
854	0.2674604994
855	0.2672169553
856	0.2668249137
857	0.2666147222
858	0.266358235
859	0.2660713751
860	0.2659210738
861	0.2657306487
862	0.2655571366
863	0.2654640553
864	0.2653369397
865	0.2651460819
866	0.2650410441
867	0.2649564623
868	0.264782395
869	0.2646658119
870	0.2644673022
871	0.264363994
872	0.2641550616
873	0.2641140264
874	0.2639539199
875	0.2637933118
876	0.2636278796
877	0.2635386328
878	0.2633465414
879	0.2631068645
880	0.2629832137
881	0.262858166
882	0.2627509797
883	0.2624515925
884	0.2622358838
885	0.261943118
886	0.2618887148
887	0.2617404891
888	0.2614987061
889	0.261280598
890	0.2610543881
891	0.2608703713
892	0.2607735141
893	0.2605410267
894	0.2603866513
895	0.260130203
896	0.2598763098
897	0.2597700695
898	0.2597301672
899	0.2594817888
900	0.259302419
901	0.2592283715
902	0.2590774072
903	0.2589325906
904	0.2585231684
905	0.2583117365
906	0.2581147548
907	0.2579303358
908	0.2576788973
909	0.2574744509
910	0.2572527501
911	0.2571288654
912	0.2569517147
913	0.2568538591
914	0.2566374069
915	0.2565127436
916	0.2563052872
917	0.256008212
918	0.2559443544
919	0.2557307269
920	0.2554763185
921	0.2553848193
922	0.2552458024
923	0.2551423841
924	0.254997354
925	0.2547383883
926	0.2545612186
927	0.2542935973
928	0.2541797134
929	0.2539313337
930	0.2536232894
931	0.2534490296
932	0.2532230604
933	0.2530008232
934	0.2527276389
935	0.2526008279
936	0.252527728
937	0.2523256197
938	0.2520431546
939	0.2518904648
940	0.2517610935
941	0.2516698624
942	0.2515552143
943	0.2513721027
944	0.2510274275
945	0.2506991919
946	0.2506291501
947	0.2504381272
948	0.2502691687
949	0.2500528081
950	0.2498012807
951	0.2496099945
952	0.2494718763
953	0.2493583706
954	0.2491692786
955	0.2490275077
956	0.2487323465
957	0.2485553998
958	0.2483739493
959	0.2481408132
960	0.2481049841
961	0.2480312906
962	0.2478973096
963	0.2476163708
964	0.2474031376
965	0.2471622261
966	0.2470269109
967	0.2467898326
968	0.2466460005
969	0.2464031517
970	0.2461886039
971	0.2461031204
972	0.2458849136
973	0.245673227
974	0.2454742327
975	0.2453313952
976	0.2451046789
977	0.2448727661
978	0.2445658564
979	0.2444713015
980	0.2444089106
981	0.2444014842
982	0.2442626039
983	0.244091385
984	0.2438857688
985	0.2435251308
986	0.2433709663
987	0.2431601441
988	0.2430054994
989	0.2428399264
990	0.2424848856
991	0.2422716196
992	0.2421486326
993	0.2418800003
994	0.2417241682
995	0.2416341456
996	0.2415934435
997	0.2413313143
998	0.2411235151
999	0.2409543124
